project_code;stage_name;description;date_start;date_close;is_onhold;U_CoreServices
16035;Construction Administration;N/A;7-1-2019;7-1-2019;\N;\N
18103;Design Development;\N;9-10-2018;1-9-2019;\N;S020
18103;Contract Documentation;\N;1-10-2019;6-9-2019;\N;S020
18103;Construction Administration;\N;9-1-2019;8-31-2021;Y;S020
18103;Schematic Design;\N;6-10-2018;9-9-2018;\N;S020
18103;Project Initiation;\N;6-9-2018;6-9-2018;\N;S020
17188;Contract Documentation;N/A;9-4-2017;9-4-2017;Y;\N
17188;Construction Administration;AR;9-4-2017;9-4-2017;Y;\N
17188;Design Development;N/A;9-4-2017;9-4-2017;Y;\N
17188;Project Initiation;N/A;9-4-2017;9-4-2017;Y;\N
17188;Schematic Design;N/A;9-4-2017;9-4-2017;Y;\N
17188;Preliminary Design;AR;9-4-2017;9-4-2017;Y;\N
17188;Detailed Design;AR;9-4-2017;9-4-2017;Y;\N
17188;Preliminary Design;ID;9-4-2017;9-4-2017;Y;\N
17188;Detailed Design;ID;9-4-2017;9-4-2017;Y;\N
17188;Construction Administration;ID;9-4-2017;9-4-2017;Y;\N
15169;Contract Documentation;\N;5-1-2017;8-31-2017;\N;S020
15169;Construction Administration;\N;2-1-2018;1-31-2020;\N;S020
15169;Project Initiation;\N;1-10-2016;1-10-2016;\N;S020
15169;Schematic Design;\N;2-1-2017;4-30-2017;\N;S020
13104;Contract Documentation;\N;3-1-2015;7-1-2015;\N;\N
13104;Construction Administration;\N;1-1-2015;5-31-2018;\N;\N
13104;Project Initiation;\N;8-1-2014;8-1-2014;\N;\N
13104;Schematic Design;\N;8-15-2014;11-15-2014;\N;\N
13104;Design Development;\N;11-16-2014;2-16-2015;\N;\N
15077;Contract Documentation;\N;4-19-2016;9-18-2016;\N;S020
15077;Construction Administration;\N;4-1-2018;3-31-2021;\N;S020
15077;Design Development;\N;12-19-2015;4-18-2016;\N;S020
15077;Schematic Design;\N;8-19-2015;11-18-2015;\N;S020
15077;Others;\N;8-18-2015;8-18-2015;\N;S020
15077;Project Initiation;\N;8-18-2015;8-18-2015;\N;S020
13111;Contract Documentation;\N;6-21-2014;10-21-2014;\N;\N
13111;Construction Administration;\N;12-31-2016;6-30-2019;\N;\N
13111;Project Initiation;\N;12-4-2013;12-4-2013;\N;\N
13111;Schematic Design;\N;1-16-2014;3-15-2014;\N;\N
13111;Design Development;\N;3-20-2014;6-20-2014;\N;\N
13111;Concept Design;\N;1-15-2014;1-15-2014;\N;\N
14066;Contract Documentation;\N;10-9-2014;2-9-2015;\N;\N
14066;Construction Administration;\N;9-1-2017;2-29-2020;\N;\N
14066;Design Development;\N;3-9-2014;6-9-2014;\N;\N
14066;Schematic Design;\N;1-8-2014;3-8-2014;\N;\N
14066;Project Initiation;\N;1-7-2014;1-7-2014;\N;\N
16094;Contract Documentation;N/A;4-3-2018;4-3-2018;\N;\N
16094;Construction Administration;Upon Testing and Commissioning Support;5-23-2018;12-22-2018;\N;\N
16094;Project Initiation;\N;10-24-2016;10-24-2016;\N;\N
16094;Design Development;N/A;10-6-2017;10-6-2017;\N;\N
16094;Schematic Design;N/A;10-24-2016;10-24-2016;\N;\N
16094;Detailed Design;Upon Completion of Detailed Design & BOQ submission;10-6-2017;12-6-2017;\N;\N
16094;Detailed Design;Upon Submittal of Technical Evaluation;10-6-2017;12-6-2017;\N;\N
16094;Construction Administration;Upon Project Close-out;5-23-2018;12-22-2018;\N;\N
16094;Post Construction Phase;Upon Final Billing and Final Acceptance;12-31-2018;12-1-2019;\N;\N
16094;Project Initiation;SMEPF - Upon Signing of Letter of Award/ Notice to Proceed;10-24-2016;10-24-2016;\N;\N
16094;Detailed Design;SMEPF - Upon Completion of Detailed Design & BOQ submission;10-6-2017;12-6-2017;\N;\N
16094;Detailed Design;SMEPF - Upon Submittal of Technical Evaluation;10-6-2017;12-6-2017;\N;\N
16094;Construction Administration;SMEPF - Upon Testing and Commissioning Support;5-23-2018;12-22-2018;\N;\N
16094;Construction Administration;SMEPF - Upon Project Close-out;5-23-2018;12-22-2018;\N;\N
16094;Post Construction Phase;SMEPF - Upon Final Billing and Final Acceptance;12-31-2018;12-1-2019;\N;\N
16094;Project Initiation;QS - Upon Signing of Letter of Award/ Notice to Proceed;10-24-2016;10-24-2016;\N;\N
16094;Detailed Design;QS - Upon Completion of Detailed Design & BOQ submission;10-6-2017;10-6-2017;\N;\N
16094;Detailed Design;QS - Upon Submittal of Technical Evaluation;10-6-2017;10-6-2017;\N;\N
16094;Construction Administration;QS - Upon Testing and Commissioning Support;5-23-2018;12-22-2018;\N;\N
16094;Construction Administration;QS - Upon Project Close-out;5-23-2018;12-22-2018;\N;\N
16094;Post Construction Phase;QS - Upon Final Billing and Final Acceptance;12-31-2018;12-1-2019;\N;\N
18034;Contract Documentation;\N;10-1-2018;2-6-2019;\N;S020
18034;Construction Administration;\N;1-1-2019;6-30-2020;\N;S020
18034;Design Development;\N;6-28-2018;9-27-2018;\N;S020
18034;Schematic Design;\N;2-28-2018;6-27-2018;\N;S020
18034;Project Initiation;\N;1-2-2018;1-2-2018;\N;S020
16107;Contract Documentation;100% DD/CD;4-4-2016;9-3-2016;\N;S020
16107;Construction Administration;\N;2-1-2018;1-31-2020;\N;S020
16107;Design Development;\N;1-4-2016;1-4-2016;\N;S020
16107;Schematic Design;\N;1-4-2016;4-3-2016;\N;S020
16107;Project Initiation;\N;1-4-2016;1-4-2016;\N;S020
17115;Contract Documentation;\N;8-7-2017;1-6-2018;N;S020
17115;Construction Administration;\N;2-1-2019;1-31-2022;N;S020
17115;Design Development;\N;4-7-2017;8-6-2017;N;S020
17115;Schematic Design;\N;1-7-2017;4-6-2017;N;S020
18059;Contract Documentation;\N;8-2-2018;1-16-2019;\N;S020
18059;Construction Administration;\N;7-1-2019;12-31-2020;\N;S020
18059;Design Development;\N;6-5-2018;8-1-2018;\N;S020
18059;Schematic Design;\N;4-5-2018;6-4-2018;\N;S020
18059;Project Initiation;\N;4-4-2018;4-4-2018;\N;S020
14055;Design Development;\N;6-4-2014;10-3-2014;\N;\N
14055;Contract Documentation;\N;10-4-2014;3-3-2015;\N;\N
14055;Construction Administration;\N;1-1-2016;12-31-2018;\N;\N
14055;Project Initiation;\N;1-11-2014;1-11-2014;\N;\N
14055;Schematic Design;\N;2-1-2014;5-31-2014;\N;\N
15069;Design Development;\N;5-16-2016;10-15-2016;\N;S020
15069;Contract Documentation;\N;10-16-2016;3-15-2017;\N;S020
15069;Construction Administration;\N;1-1-2018;12-31-2020;\N;S020
15069;Schematic Design;\N;1-31-2016;5-15-2016;\N;S020
15069;Others;\N;12-31-2020;12-31-2020;\N;S020
15069;Project Initiation;\N;1-3-2016;1-3-2016;\N;S020
16085;Detailed Design;\N;8-15-2017;1-11-2018;\N;\N
16085;Contract Documentation;\N;4-30-2017;4-30-2017;\N;\N
16085;Construction Administration;\N;8-1-2019;9-30-2020;\N;\N
16085;Schematic Design;\N;5-15-2017;7-14-2017;\N;\N
16085;Others;\N;4-30-2017;4-30-2017;\N;\N
16085;Project Initiation;\N;4-30-2017;4-30-2017;\N;\N
14110;Design Development;\N;5-1-2015;7-31-2015;\N;\N
14110;Contract Documentation;\N;8-1-2015;11-30-2015;\N;\N
14110;Construction Administration;\N;9-1-2017;10-31-2020;\N;\N
14110;Schematic Design;\N;3-1-2015;4-30-2015;\N;\N
14110;Project Initiation;\N;1-7-2015;1-7-2015;\N;\N
16039J;Design Development;\N;12-31-2017;12-31-2017;\N;S020
16039J;Contract Documentation;Transferred to main project number 16039;1-1-2018;1-1-2018;\N;S020
16039J;Construction Administration;Architectural;5-1-2018;8-31-2020;\N;S020
16039J;Project Initiation;\N;12-31-2017;12-31-2017;\N;S020
16039J;Schematic Design;\N;12-31-2017;12-31-2017;\N;S020
19281;Design Development;N/A;12-12-2019;12-12-2019;Y;\N
19281;Contract Documentation;\N;12-12-2019;12-12-2019;Y;\N
19281;Construction Administration;N/A;12-12-2019;2-1-2020;Y;\N
19281;Project Initiation;N/A;12-12-2019;12-12-2019;Y;\N
19282;Design Development;N/A;12-12-2019;12-12-2019;Y;\N
19282;Contract Documentation;\N;12-12-2019;12-12-2019;Y;\N
19282;Construction Administration;N/A;12-12-2019;2-12-2020;Y;\N
19282;Project Initiation;N/A;12-12-2019;12-12-2019;Y;\N
17029;Schematic Design;N/A;1-5-2017;1-5-2017;\N;S020
17029;Design Development;\N;1-1-2021;3-31-2021;\N;S020
17029;Contract Documentation;ABORTED;1-5-2017;1-5-2017;\N;S020
17029;Construction Administration;ABORTED;1-5-2017;1-5-2017;\N;S020
17029;Others;ABORTED;1-5-2017;1-5-2017;\N;S020
17029;Project Initiation;\N;1-1-2017;1-1-2017;\N;S020
17223;Design Development;\N;4-4-2017;1-3-2018;N;S020
17223;Contract Documentation;\N;1-4-2018;6-3-2018;N;S020
17223;Construction Administration;\N;6-1-2020;5-31-2023;N;S020
17223;Schematic Design;\N;1-4-2017;4-3-2017;N;S020
17223;Project Initiation;\N;1-3-2017;1-3-2017;\N;S020
18123;Schematic Design;\N;10-1-2018;4-30-2019;N;\N
18123;Design Development;\N;1-1-2023;4-30-2023;Y;\N
18123;Contract Documentation;\N;5-1-2023;9-30-2023;Y;\N
18123;Construction Administration;\N;10-1-2023;9-30-2028;Y;\N
18123;Concept Design;\N;9-13-2018;9-13-2018;N;\N
18123;Project Initiation;\N;9-13-2018;9-13-2018;\N;\N
18060;Design Development;\N;10-1-2018;11-30-2018;\N;S020
18060;Contract Documentation;\N;12-1-2018;10-31-2019;N;S020
18060;Construction Administration;\N;5-1-2024;4-30-2027;Y;S020
18060;Schematic Design;\N;8-1-2018;9-30-2018;\N;S020
18060;Project Initiation;\N;1-8-2018;1-8-2018;\N;S020
19080;Schematic Design;\N;11-1-2019;1-31-2020;N;S020
19080;Design Development;\N;9-1-2020;2-28-2021;N;S020
19080;Contract Documentation;\N;5-11-2021;4-15-2024;N;S020
19080;Construction Administration;\N;5-1-2024;4-30-2027;N;S020
19080;Project Initiation;\N;10-31-2019;10-31-2019;N;S020
19227;Schematic Design;\N;12-15-2019;2-14-2020;N;S020
19227;Design Development;\N;9-1-2020;11-30-2020;N;S020
19227;Contract Documentation;\N;12-1-2020;2-28-2021;N;S020
19227;Construction Administration;\N;11-1-2021;10-31-2023;N;S020
19227;Concept Design;N/A;12-14-2019;12-14-2019;Y;\N
19227;Project Initiation;\N;10-14-2019;10-14-2019;N;S020
19227;Project Initiation;BIM;10-14-2019;10-14-2019;N;S060
19227;Schematic Design;BIM;10-1-2021;10-31-2021;N;S060
19227;Design Development;BIM;11-1-2021;11-30-2021;N;S060
19227;Contract Documentation;BIM;12-1-2021;9-30-2023;N;S060
19180;Schematic Design;\N;7-11-2019;11-15-2020;\N;S020
19180;Design Development;Not Part of Contract;4-1-2021;4-1-2021;\N;S020
19180;Contract Documentation;Not Part of Contract;4-1-2021;4-1-2021;\N;S020
19180;Construction Administration;Not Part of Contract;4-1-2021;4-1-2021;\N;S020
19180;Project Initiation;\N;7-11-2019;7-11-2019;\N;S020
18260;Contract Documentation;\N;9-6-2019;1-5-2020;N;S020
18260;Construction Administration;\N;1-1-2021;12-31-2023;N;S020
18260;Design Development;\N;5-6-2019;9-5-2019;N;S020
18260;Schematic Design;\N;1-6-2019;5-5-2019;N;S020
18260;Project Initiation;\N;1-5-2019;1-5-2019;N;S020
19065;Contract Documentation;\N;9-2-2019;11-1-2019;\N;S020
19065;Construction Administration;\N;6-1-2021;5-31-2022;\N;S020
19065;Design Development;\N;7-2-2019;9-1-2019;\N;S020
19065;Schematic Design;\N;5-2-2019;7-1-2019;\N;S020
19065;Project Initiation;\N;5-1-2019;5-1-2019;\N;S020
19061;Schematic Design;\N;10-1-2019;9-30-2022;Y;\N
19061;Design Development;\N;10-1-2022;12-31-2022;Y;\N
19061;Contract Documentation;\N;1-1-2023;4-30-2023;Y;\N
19061;Construction Administration;\N;9-1-2023;8-31-2026;Y;\N
19061;Project Initiation;\N;7-3-2019;7-3-2019;N;\N
19061;Project Initiation;\N;7-3-2019;7-3-2019;N;\N
19061;Schematic Design;\N;10-1-2019;9-30-2022;Y;\N
19061;Design Development;\N;10-1-2022;12-31-2022;Y;\N
19061;Contract Documentation;\N;1-1-2023;4-30-2023;Y;\N
19061;Construction Administration;\N;9-1-2023;8-31-2026;Y;\N
19061;Project Initiation;\N;7-3-2019;7-3-2019;N;\N
19061;Schematic Design;\N;10-1-2019;9-30-2022;Y;\N
19061;Others;\N;7-3-2019;8-2-2019;N;\N
19061;Project Initiation;\N;7-3-2019;7-3-2019;N;\N
19061;Final Renderings;\N;7-3-2019;7-3-2019;N;\N
19061;Final Renderings;\N;7-3-2019;7-3-2019;N;\N
19061;Final Renderings;\N;7-3-2019;7-3-2019;N;\N
19061;Animation;\N;7-3-2019;7-3-2019;N;\N
19023;Design Development;\N;6-15-2019;10-14-2019;N;S020
19023;Contract Documentation;\N;10-15-2019;2-14-2020;N;S020
19023;Construction Administration;\N;10-1-2019;9-30-2023;N;S020
19023;Project Initiation;\N;6-3-2019;6-3-2019;N;S020
19068;Schematic Design;Concept/ SD;7-31-2019;2-28-2020;N;\N
19068;Design Development;\N;1-1-2023;5-31-2023;N;\N
19068;Contract Documentation;\N;6-1-2023;11-30-2023;N;\N
19068;Construction Administration;\N;1-1-2024;12-31-2026;N;\N
19068;Concept Design;N/A;7-31-2019;7-31-2019;\N;\N
19068;Project Initiation;N/A;7-30-2019;7-30-2019;\N;\N
19099;Schematic Design;\N;7-25-2019;10-24-2019;N;S020
19099;Design Development;\N;9-17-2020;2-16-2021;N;S020
19099;Contract Documentation;ON HOLD;7-3-2021;3-31-2024;Y;S020
19099;Construction Administration;ON HOLD;5-1-2024;4-30-2027;Y;S020
19099;Project Initiation;\N;7-24-2019;7-24-2019;N;S020
14051;Construction Administration;\N;7-1-2016;10-31-2019;\N;\N
14051;Project Initiation;\N;6-11-2014;6-11-2014;\N;\N
14051;Contract Documentation;\N;1-15-2016;5-14-2016;\N;\N
14051;Design Development;\N;4-15-2015;7-14-2015;\N;\N
14051;Schematic Design;\N;6-15-2014;8-14-2014;\N;\N
13004;Contract Documentation;\N;12-1-2013;7-31-2014;N;S020
13004;Construction Administration;\N;10-1-2018;9-30-2024;N;S020
13004;Design Development;\N;8-1-2013;11-30-2013;N;S020
13004;Schematic Design;\N;2-1-2013;7-31-2013;N;S020
13004;Others;\N;8-1-2017;2-28-2018;N;S020
13004;Project Initiation;\N;1-8-2013;1-8-2013;N;S020
18232;Schematic Design;\N;8-31-2020;8-31-2020;Y;\N
18232;Design Development;\N;8-31-2020;8-31-2020;Y;\N
18232;Contract Documentation;\N;8-31-2020;8-31-2020;Y;\N
18232;Construction Administration;\N;8-31-2020;8-31-2020;Y;\N
18108;Design Development;\N;4-1-2018;4-1-2018;Y;\N
18108;Contract Documentation;\N;4-1-2018;4-1-2018;Y;\N
18108;Construction Administration;\N;4-1-2018;4-1-2018;Y;\N
18108;Contract Documentation;\N;4-1-2018;4-1-2018;Y;\N
19109;Schematic Design;\N;8-31-2020;8-31-2020;Y;\N
19109;Design Development;\N;8-31-2020;8-31-2020;Y;\N
19109;Contract Documentation;\N;8-31-2020;8-31-2020;Y;\N
19109;Construction Administration;\N;8-31-2020;8-31-2020;Y;\N
1200406;Construction Administration;\N;2-1-2017;3-31-2019;\N;\N
1200406;Project Initiation;XX;2-1-2017;2-1-2017;\N;\N
1200406;Contract Documentation;XX;2-1-2017;2-1-2017;\N;\N
13029;Construction Administration;\N;6-1-2016;5-31-2020;N;S020
13029;Contract Documentation;\N;12-1-2013;12-31-2015;N;S020
13029;Design Development;\N;9-1-2013;11-30-2013;N;S020
13029;Schematic Design;\N;3-1-2013;8-31-2013;N;S020
13029;Others;Post Project;3-1-2013;3-31-2020;Y;S020
13029;Project Initiation;\N;3-1-2013;3-1-2013;N;S020
13063;Construction Administration;\N;5-1-2015;8-31-2018;\N;\N
13063;Project Initiation;\N;7-4-2013;7-4-2013;\N;\N
13063;Schematic Design;\N;7-4-2013;10-3-2013;\N;\N
13063;Design Development;\N;10-4-2013;2-3-2014;\N;\N
13063;Contract Documentation;\N;2-4-2014;7-3-2014;\N;\N
14012;Construction Administration;\N;2-17-2015;11-20-2019;\N;S020
14012;Project Initiation;\N;2-13-2014;2-13-2014;\N;S020
14012;Concept Design;\N;2-13-2014;1-26-2016;\N;S020
14012;Schematic Design;\N;2-13-2014;1-26-2016;\N;S020
14012;Design Development;\N;10-27-2014;2-2-2017;\N;S020
14012;Contract Documentation;\N;10-23-2014;1-7-2019;\N;S020
1401206;Construction Administration;\N;6-3-2019;11-29-2019;\N;\N
1401206;Project Initiation;\N;6-3-2019;6-3-2019;\N;\N
14032;Construction Administration;RETAIL & TOWER 1;1-1-2020;5-31-2024;N;S020
14032;BIM LOD 300 Architecture and Structural Modelling;ON HOLD: A/R MEPFS (TOWER 3 TYPICAL FLOOR BIM);10-22-2020;12-31-2022;Y;S020
14032;BIM LOD 300 MEPF Modelling;AR/MEPFS ( RETAIL BIM) - REFER TO VO -06;1-1-2018;10-22-2020;N;S020
14032;2D Combined Services Drawings;not in S.O.;1-1-2018;\N;N;S020
14032;Others;not in S.O.;1-1-2014;\N;\N;S020
14032;Concept Design;not in S.O.;1-1-2014;\N;\N;S020
14032;Schematic Design;\N;1-1-2015;1-4-2016;N;S020
14032;Design Development;not in S.O.;1-1-2015;\N;\N;S020
14032;Contract Documentation;\N;1-1-2015;1-2-2021;N;S020
14032;Tender;not in S.O.;1-1-2019;\N;\N;S020
14032;Project Initiation;\N;6-25-2014;6-25-2014;N;S020
14032;Construction Administration;TOWERS 2 & 4;1-1-2020;12-31-2022;N;S020
14032;Construction Administration;TOWER 3;1-1-2020;12-31-2022;N;S020
1405101;Construction Administration;\N;1-19-2018;1-19-2018;\N;S020
1405101;Project Initiation;\N;1-19-2018;1-19-2018;\N;S020
1405101;Contract Documentation;\N;1-19-2018;6-1-2019;\N;S020
1405101;Design Development;\N;1-19-2018;1-19-2018;\N;S020
14087;Construction Administration;\N;1-1-2017;6-30-2018;\N;\N
14087;Project Initiation;\N;7-21-2014;7-21-2014;\N;\N
14087;Contract Documentation;\N;9-3-2015;2-15-2016;\N;\N
14087;Design Development;\N;10-24-2014;9-2-2015;\N;\N
14087;Schematic Design;\N;7-21-2014;10-3-2014;\N;\N
14093;Construction Administration;\N;9-1-2016;8-31-2018;\N;\N
14093;Project Initiation;\N;8-7-2014;8-7-2014;\N;\N
14093;Contract Documentation;\N;1-8-2015;5-7-2015;\N;\N
14093;Design Development;\N;10-8-2014;1-7-2015;\N;\N
14093;Schematic Design;\N;8-8-2014;10-7-2014;\N;\N
15110;Construction Administration;\N;8-1-2017;11-29-2019;\N;\N
15110;Schematic Design;\N;5-14-2015;7-25-2016;\N;\N
15110;Contract Documentation;\N;4-21-2015;6-22-2018;\N;\N
15110;Project Initiation;\N;4-20-2015;4-20-2015;\N;\N
\N;Construction Administration;\N;3-1-2015;\N;\N;\N
\N;Construction Administration;\N;3-1-2015;\N;\N;\N
13107;Construction Administration;\N;8-1-2015;8-1-2019;\N;\N
13107;Project Initiation;\N;7-9-2013;7-9-2013;\N;\N
13107;Schematic Design;\N;7-10-2013;9-30-2013;\N;\N
13107;Design Development;\N;2-24-2014;8-31-2014;\N;\N
13107;Contract Documentation;\N;9-1-2014;1-15-2015;\N;\N
13107;Construction Administration;\N;8-1-2015;8-1-2015;\N;\N
15118;Design Development;MALL Phase 1&2;1-1-2016;3-31-2018;N;S020
15118;Contract Documentation;MALL Phase 1&2;1-1-2017;1-31-2022;Y;S020
15118;Construction Administration;MALL Phase 1;1-1-2017;12-31-2019;N;S020
15118;Conceptual Masterplanning;- - don't link - -;12-16-2015;12-16-2015;\N;\N
15118;Concept Design;- - don't link - -;12-16-2015;12-16-2015;\N;\N
15118;Schematic Design;MALL Phase 1,2 & 3;4-1-2016;5-31-2016;\N;S020
15118;Post Construction Phase;not linked (retention tagged to CA Stage Mall);12-16-2022;12-16-2022;Y;\N
15118;Design Development;- - don't link - -;12-16-2015;12-16-2015;N;\N
15118;Contract Documentation;- - don't link - -;12-16-2015;12-16-2015;N;\N
15118;Construction Administration;MALL Phase 2;1-1-2023;12-31-2023;Y;S020
15118;Design Development;MALL Phase 3;1-1-2018;3-31-2022;Y;S020
15118;Contract Documentation;MALL Phase 3;4-1-2018;6-30-2022;Y;S020
15118;Construction Administration;- - don't link - - Mall Ph3 wrong charging;12-16-2015;12-16-2015;N;\N
15118;Project Initiation;MALL Phase 1,2 & 3;12-16-2015;12-16-2015;\N;S020
15118;Project Initiation;BPO;12-16-2015;12-16-2015;\N;S020
15118;Schematic Design;BPO;6-1-2016;7-31-2016;\N;S020
15118;Design Development;BPO;4-1-2018;7-31-2022;Y;S020
15118;Contract Documentation;BPO;2-1-2019;6-30-2022;Y;S020
15118;Construction Administration;BPO including retention;1-1-2023;8-31-2024;Y;S020
15118;Post Construction Phase;not linked (retention tagged to CA stage BPO);9-1-2024;9-1-2024;Y;\N
15118;Project Initiation;Hotel;12-16-2015;12-16-2015;\N;S020
15118;Schematic Design;Hotel;8-1-2016;9-30-2016;\N;S020
15118;Design Development;Hotel;6-1-2018;9-30-2022;Y;S020
15118;Contract Documentation;Hotel;7-1-2019;11-30-2022;Y;S020
15118;Construction Administration;- - don't link - - Hotel wrong charging;12-16-2015;12-16-2015;Y;\N
15118;Post Construction Phase;not linked (retention tagged to CA stage Hotel);12-1-2025;12-1-2025;Y;\N
15118;Construction Administration;Mall Phase 3 including retention for Mall;1-1-2023;12-31-2023;Y;S020
15118;Construction Administration;Hotel including retention;9-1-2024;11-30-2025;Y;S020
15040;Construction Administration;\N;8-1-2018;12-31-2018;N;S020
15040;Project Initiation;Mobilization;7-1-2015;7-1-2015;N;S020
15040;Schematic Design;Schematic & Conceptual MasterPlanning /;7-1-2015;7-31-2016;N;S020
15040;Contract Documentation;Design Development & Contract Documantation;8-1-2016;7-31-2018;N;S020
15146;Construction Administration;\N;7-1-2020;12-31-2020;\N;\N
15146;Concept Design;\N;9-1-2016;9-1-2016;\N;\N
15146;Schematic Design;\N;9-1-2016;2-28-2017;\N;\N
15146;Design Development;\N;3-1-2017;8-31-2017;\N;\N
15146;Contract Documentation;\N;9-1-2017;2-28-2018;\N;\N
15146;Others;\N;9-1-2016;9-1-2016;\N;\N
15146;Project Initiation;\N;9-1-2016;9-1-2016;\N;\N
16002;Concept Design;\N;5-3-2016;11-15-2018;\N;\N
16002;Project Initiation;\N;5-2-2016;\N;\N;\N
16002;Concept Design;Architectural Pre-Design Phase;1-4-2016;5-19-2016;\N;\N
16016;Concept Design;Schematic Design;7-1-2017;8-15-2017;\N;S020
16016;Project Initiation;Mobilization;7-1-2017;7-1-2017;\N;S020
16016;Contract Documentation;Contract Documentation;8-16-2017;9-30-2017;\N;S020
16016;Construction Administration;Construction Administration;10-1-2017;2-14-2018;\N;S020
16017;Construction Administration;Parking and Office Tower;6-1-2020;5-31-2021;N;S020
16017;Construction Administration;Chewee Retail (partial 22);8-1-2018;5-31-2020;N;S020
16017;Construction Administration;Chewee ID;1-1-2024;3-31-2024;N;S030
16017;Tender;not included XXXX;1-1-2016;1-1-2016;Y;S020
16017;BIM LOD 300 MEPF Modelling;not included XXXXX;1-1-2016;1-1-2016;Y;S020
16017;Contract Documentation;Contract Documents;1-1-2016;1-15-2017;N;S020
16017;Project Initiation;Mobilization;1-1-2016;1-1-2016;Y;S020
16017;Construction Administration;Chewee Retail (remaining 2 months);6-1-2023;7-31-2023;N;S020
16019;Construction Administration;\N;7-1-2016;2-28-2021;N;S020
16019;Design Development;not in S.O.;1-10-2016;1-10-2016;Y;S020
16019;Contract Documentation;\N;1-2-2016;1-7-2019;N;S020
16019;Tender;not in S.O.;1-10-2016;1-10-2016;Y;S020
16019;BIM LOD 300 MEPF Modelling;not in S.O.;1-10-2016;1-10-2016;Y;S020
16019;Project Initiation;not in S.O.;1-10-2016;1-10-2016;Y;S020
